1.54   0.000   0.000
1.64   3.461   3.339
1.74  10.348  10.018
1.84  19.082  18.495
1.94  28.681  27.811
2.04  38.526  37.364
2.14  48.238  46.829
2.24  57.592  55.979
2.34  66.467  64.637
2.44  74.800  72.726
2.54  81.376  79.826
2.64  85.890  84.719
2.74  89.138  87.988
2.84  91.555  90.220
2.94  93.393  91.807
3.04  94.810  92.979
3.14  95.926  93.877
3.24  96.818  94.596
3.34  97.529  95.193
3.44  98.107  95.701
3.54  98.578  96.140




